#Key,Factor,BaseValue,ShiftSize
EquityVolatility/RIC:.SPX/160,EquityVolatility/RIC:.SPX/160/1Y/2,0.16468711,0.00016469
EquityVolatility/RIC:.SPX/161,EquityVolatility/RIC:.SPX/161/2Y/2,0.18355295,0.00018355
EquityVolatility/RIC:.SPX/162,EquityVolatility/RIC:.SPX/162/3Y/2,0.19544142,0.00019544
EquityVolatility/RIC:.SPX/163,EquityVolatility/RIC:.SPX/163/5Y/2,0.20760728,0.00020761
EquityVolatility/RIC:.SPX/164,EquityVolatility/RIC:.SPX/164/10Y/2,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/165,EquityVolatility/RIC:.SPX/165/15Y/2,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/166,EquityVolatility/RIC:.SPX/166/20Y/2,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/167,EquityVolatility/RIC:.SPX/167/30Y/2,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/168,EquityVolatility/RIC:.SPX/168/2W/3,0.10207703,0.00010208
EquityVolatility/RIC:.SPX/169,EquityVolatility/RIC:.SPX/169/1M/3,0.11263138,0.00011263
EquityVolatility/RIC:.SPX/170,EquityVolatility/RIC:.SPX/170/3M/3,0.12939266,0.00012939
EquityVolatility/RIC:.SPX/171,EquityVolatility/RIC:.SPX/171/6M/3,0.14441745,0.00014442
EquityVolatility/RIC:.SPX/172,EquityVolatility/RIC:.SPX/172/1Y/3,0.16468711,0.00016469
EquityVolatility/RIC:.SPX/173,EquityVolatility/RIC:.SPX/173/2Y/3,0.18355295,0.00018355
EquityVolatility/RIC:.SPX/174,EquityVolatility/RIC:.SPX/174/3Y/3,0.19544142,0.00019544
EquityVolatility/RIC:.SPX/175,EquityVolatility/RIC:.SPX/175/5Y/3,0.20760728,0.00020761
EquityVolatility/RIC:.SPX/176,EquityVolatility/RIC:.SPX/176/10Y/3,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/177,EquityVolatility/RIC:.SPX/177/15Y/3,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/178,EquityVolatility/RIC:.SPX/178/20Y/3,0.20625600,0.00020626
EquityVolatility/RIC:.SPX/179,EquityVolatility/RIC:.SPX/179/30Y/3,0.20625600,0.00020626
EquityVolatility/RIC:.STOXX50E/0,EquityVolatility/RIC:.STOXX50E/0/2W/-3,0.21782106,0.00021782
EquityVolatility/RIC:.STOXX50E/1,EquityVolatility/RIC:.STOXX50E/1/1M/-3,0.20399829,0.00020400
EquityVolatility/RIC:.STOXX50E/2,EquityVolatility/RIC:.STOXX50E/2/3M/-3,0.19455797,0.00019456
EquityVolatility/RIC:.STOXX50E/3,EquityVolatility/RIC:.STOXX50E/3/6M/-3,0.19141292,0.00019141
EquityVolatility/RIC:.STOXX50E/4,EquityVolatility/RIC:.STOXX50E/4/1Y/-3,0.20707989,0.00020708
EquityVolatility/RIC:.STOXX50E/5,EquityVolatility/RIC:.STOXX50E/5/2Y/-3,0.21542623,0.00021543
EquityVolatility/RIC:.STOXX50E/6,EquityVolatility/RIC:.STOXX50E/6/3Y/-3,0.22307260,0.00022307
EquityVolatility/RIC:.STOXX50E/7,EquityVolatility/RIC:.STOXX50E/7/5Y/-3,0.23338707,0.00023339
EquityVolatility/RIC:.STOXX50E/8,EquityVolatility/RIC:.STOXX50E/8/10Y/-3,0.25922761,0.00025923
EquityVolatility/RIC:.STOXX50E/9,EquityVolatility/RIC:.STOXX50E/9/15Y/-3,0.27281351,0.00027281
EquityVolatility/RIC:.STOXX50E/10,EquityVolatility/RIC:.STOXX50E/10/20Y/-3,0.27935083,0.00027935
EquityVolatility/RIC:.STOXX50E/11,EquityVolatility/RIC:.STOXX50E/11/30Y/-3,0.28574959,0.00028575
EquityVolatility/RIC:.STOXX50E/12,EquityVolatility/RIC:.STOXX50E/12/2W/-2,0.21782106,0.00021782
EquityVolatility/RIC:.STOXX50E/13,EquityVolatility/RIC:.STOXX50E/13/1M/-2,0.20399829,0.00020400
EquityVolatility/RIC:.STOXX50E/14,EquityVolatility/RIC:.STOXX50E/14/3M/-2,0.19455797,0.00019456
EquityVolatility/RIC:.STOXX50E/15,EquityVolatility/RIC:.STOXX50E/15/6M/-2,0.19141292,0.00019141
EquityVolatility/RIC:.STOXX50E/16,EquityVolatility/RIC:.STOXX50E/16/1Y/-2,0.20707989,0.00020708
EquityVolatility/RIC:.STOXX50E/17,EquityVolatility/RIC:.STOXX50E/17/2Y/-2,0.21542623,0.00021543
EquityVolatility/RIC:.STOXX50E/18,EquityVolatility/RIC:.STOXX50E/18/3Y/-2,0.22307260,0.00022307
EquityVolatility/RIC:.STOXX50E/19,EquityVolatility/RIC:.STOXX50E/19/5Y/-2,0.23338707,0.00023339
EquityVolatility/RIC:.STOXX50E/20,EquityVolatility/RIC:.STOXX50E/20/10Y/-2,0.25922761,0.00025923
EquityVolatility/RIC:.STOXX50E/21,EquityVolatility/RIC:.STOXX50E/21/15Y/-2,0.27281351,0.00027281
EquityVolatility/RIC:.STOXX50E/22,EquityVolatility/RIC:.STOXX50E/22/20Y/-2,0.27935083,0.00027935
EquityVolatility/RIC:.STOXX50E/23,EquityVolatility/RIC:.STOXX50E/23/30Y/-2,0.28574959,0.00028575
EquityVolatility/RIC:.STOXX50E/24,EquityVolatility/RIC:.STOXX50E/24/2W/-1,0.18950295,0.00018950
EquityVolatility/RIC:.STOXX50E/25,EquityVolatility/RIC:.STOXX50E/25/1M/-1,0.19247337,0.00019247
EquityVolatility/RIC:.STOXX50E/26,EquityVolatility/RIC:.STOXX50E/26/3M/-1,0.19455797,0.00019456
EquityVolatility/RIC:.STOXX50E/27,EquityVolatility/RIC:.STOXX50E/27/6M/-1,0.19141292,0.00019141
EquityVolatility/RIC:.STOXX50E/28,EquityVolatility/RIC:.STOXX50E/28/1Y/-1,0.20707989,0.00020708
EquityVolatility/RIC:.STOXX50E/29,EquityVolatility/RIC:.STOXX50E/29/2Y/-1,0.21542623,0.00021543
EquityVolatility/RIC:.STOXX50E/30,EquityVolatility/RIC:.STOXX50E/30/3Y/-1,0.22307260,0.00022307
EquityVolatility/RIC:.STOXX50E/31,EquityVolatility/RIC:.STOXX50E/31/5Y/-1,0.23338707,0.00023339
EquityVolatility/RIC:.STOXX50E/32,EquityVolatility/RIC:.STOXX50E/32/10Y/-1,0.25922761,0.00025923
EquityVolatility/RIC:.STOXX50E/33,EquityVolatility/RIC:.STOXX50E/33/15Y/-1,0.27281351,0.00027281
EquityVolatility/RIC:.STOXX50E/34,EquityVolatility/RIC:.STOXX50E/34/20Y/-1,0.27935083,0.00027935
EquityVolatility/RIC:.STOXX50E/35,EquityVolatility/RIC:.STOXX50E/35/30Y/-1,0.28574959,0.00028575
EquityVolatility/RIC:.STOXX50E/36,EquityVolatility/RIC:.STOXX50E/36/2W/-0.5,0.17388614,0.00017389
EquityVolatility/RIC:.STOXX50E/37,EquityVolatility/RIC:.STOXX50E/37/1M/-0.5,0.17387624,0.00017388
EquityVolatility/RIC:.STOXX50E/38,EquityVolatility/RIC:.STOXX50E/38/3M/-0.5,0.17990677,0.00017991
EquityVolatility/RIC:.STOXX50E/39,EquityVolatility/RIC:.STOXX50E/39/6M/-0.5,0.18360598,0.00018361
EquityVolatility/RIC:.STOXX50E/40,EquityVolatility/RIC:.STOXX50E/40/1Y/-0.5,0.20482322,0.00020482
EquityVolatility/RIC:.STOXX50E/41,EquityVolatility/RIC:.STOXX50E/41/2Y/-0.5,0.21542623,0.00021543
EquityVolatility/RIC:.STOXX50E/42,EquityVolatility/RIC:.STOXX50E/42/3Y/-0.5,0.22307260,0.00022307
EquityVolatility/RIC:.STOXX50E/43,EquityVolatility/RIC:.STOXX50E/43/5Y/-0.5,0.23338707,0.00023339
EquityVolatility/RIC:.STOXX50E/44,EquityVolatility/RIC:.STOXX50E/44/10Y/-0.5,0.25922761,0.00025923
EquityVolatility/RIC:.STOXX50E/45,EquityVolatility/RIC:.STOXX50E/45/15Y/-0.5,0.27281351,0.00027281
EquityVolatility/RIC:.STOXX50E/46,EquityVolatility/RIC:.STOXX50E/46/20Y/-0.5,0.27991842,0.00027992
EquityVolatility/RIC:.STOXX50E/47,EquityVolatility/RIC:.STOXX50E/47/30Y/-0.5,0.28955045,0.00028955
EquityVolatility/RIC:.STOXX50E/48,EquityVolatility/RIC:.STOXX50E/48/2W/-0.25,0.16661572,0.00016662
EquityVolatility/RIC:.STOXX50E/49,EquityVolatility/RIC:.STOXX50E/49/1M/-0.25,0.16468778,0.00016469
EquityVolatility/RIC:.STOXX50E/50,EquityVolatility/RIC:.STOXX50E/50/3M/-0.25,0.16885016,0.00016885
EquityVolatility/RIC:.STOXX50E/51,EquityVolatility/RIC:.STOXX50E/51/6M/-0.25,0.17237182,0.00017237
EquityVolatility/RIC:.STOXX50E/52,EquityVolatility/RIC:.STOXX50E/52/1Y/-0.25,0.19532745,0.00019533
EquityVolatility/RIC:.STOXX50E/53,EquityVolatility/RIC:.STOXX50E/53/2Y/-0.25,0.20856064,0.00020856
EquityVolatility/RIC:.STOXX50E/54,EquityVolatility/RIC:.STOXX50E/54/3Y/-0.25,0.21714043,0.00021714
EquityVolatility/RIC:.STOXX50E/55,EquityVolatility/RIC:.STOXX50E/55/5Y/-0.25,0.22958198,0.00022958
EquityVolatility/RIC:.STOXX50E/56,EquityVolatility/RIC:.STOXX50E/56/10Y/-0.25,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/57,EquityVolatility/RIC:.STOXX50E/57/15Y/-0.25,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/58,EquityVolatility/RIC:.STOXX50E/58/20Y/-0.25,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/59,EquityVolatility/RIC:.STOXX50E/59/30Y/-0.25,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/60,EquityVolatility/RIC:.STOXX50E/60/2W/-0.1,0.16323925,0.00016324
EquityVolatility/RIC:.STOXX50E/61,EquityVolatility/RIC:.STOXX50E/61/1M/-0.1,0.15948979,0.00015949
EquityVolatility/RIC:.STOXX50E/62,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,0.16246997,0.00016247
EquityVolatility/RIC:.STOXX50E/63,EquityVolatility/RIC:.STOXX50E/63/6M/-0.1,0.16599172,0.00016599
EquityVolatility/RIC:.STOXX50E/64,EquityVolatility/RIC:.STOXX50E/64/1Y/-0.1,0.19066982,0.00019067
EquityVolatility/RIC:.STOXX50E/65,EquityVolatility/RIC:.STOXX50E/65/2Y/-0.1,0.20478277,0.00020478
EquityVolatility/RIC:.STOXX50E/66,EquityVolatility/RIC:.STOXX50E/66/3Y/-0.1,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/67,EquityVolatility/RIC:.STOXX50E/67/5Y/-0.1,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/68,EquityVolatility/RIC:.STOXX50E/68/10Y/-0.1,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/69,EquityVolatility/RIC:.STOXX50E/69/15Y/-0.1,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/70,EquityVolatility/RIC:.STOXX50E/70/20Y/-0.1,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/71,EquityVolatility/RIC:.STOXX50E/71/30Y/-0.1,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/72,EquityVolatility/RIC:.STOXX50E/72/2W/-0.05,0.16317767,0.00016318
EquityVolatility/RIC:.STOXX50E/73,EquityVolatility/RIC:.STOXX50E/73/1M/-0.05,0.15807435,0.00015807
EquityVolatility/RIC:.STOXX50E/74,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,0.16012823,0.00016013
EquityVolatility/RIC:.STOXX50E/75,EquityVolatility/RIC:.STOXX50E/75/6M/-0.05,0.16391421,0.00016391
EquityVolatility/RIC:.STOXX50E/76,EquityVolatility/RIC:.STOXX50E/76/1Y/-0.05,0.18943864,0.00018944
EquityVolatility/RIC:.STOXX50E/77,EquityVolatility/RIC:.STOXX50E/77/2Y/-0.05,0.20400479,0.00020400
EquityVolatility/RIC:.STOXX50E/78,EquityVolatility/RIC:.STOXX50E/78/3Y/-0.05,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/79,EquityVolatility/RIC:.STOXX50E/79/5Y/-0.05,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/80,EquityVolatility/RIC:.STOXX50E/80/10Y/-0.05,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/81,EquityVolatility/RIC:.STOXX50E/81/15Y/-0.05,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/82,EquityVolatility/RIC:.STOXX50E/82/20Y/-0.05,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/83,EquityVolatility/RIC:.STOXX50E/83/30Y/-0.05,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/84,EquityVolatility/RIC:.STOXX50E/84/2W/ATM,0.16311596,0.00016312
EquityVolatility/RIC:.STOXX50E/85,EquityVolatility/RIC:.STOXX50E/85/1M/ATM,0.15679414,0.00015679
EquityVolatility/RIC:.STOXX50E/86,EquityVolatility/RIC:.STOXX50E/86/3M/ATM,0.15711312,0.00015711
EquityVolatility/RIC:.STOXX50E/87,EquityVolatility/RIC:.STOXX50E/87/6M/ATM,0.15887929,0.00015888
EquityVolatility/RIC:.STOXX50E/88,EquityVolatility/RIC:.STOXX50E/88/1Y/ATM,0.16889082,0.00016889
EquityVolatility/RIC:.STOXX50E/89,EquityVolatility/RIC:.STOXX50E/89/2Y/ATM,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/90,EquityVolatility/RIC:.STOXX50E/90/3Y/ATM,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/91,EquityVolatility/RIC:.STOXX50E/91/5Y/ATM,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/92,EquityVolatility/RIC:.STOXX50E/92/10Y/ATM,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/93,EquityVolatility/RIC:.STOXX50E/93/15Y/ATM,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/94,EquityVolatility/RIC:.STOXX50E/94/20Y/ATM,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/95,EquityVolatility/RIC:.STOXX50E/95/30Y/ATM,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/96,EquityVolatility/RIC:.STOXX50E/96/2W/0.05,0.16299331,0.00016299
EquityVolatility/RIC:.STOXX50E/97,EquityVolatility/RIC:.STOXX50E/97/1M/0.05,0.15665987,0.00015666
EquityVolatility/RIC:.STOXX50E/98,EquityVolatility/RIC:.STOXX50E/98/3M/0.05,0.15218914,0.00015219
EquityVolatility/RIC:.STOXX50E/99,EquityVolatility/RIC:.STOXX50E/99/6M/0.05,0.14616090,0.00014616
EquityVolatility/RIC:.STOXX50E/100,EquityVolatility/RIC:.STOXX50E/100/1Y/0.05,0.15148915,0.00015149
EquityVolatility/RIC:.STOXX50E/101,EquityVolatility/RIC:.STOXX50E/101/2Y/0.05,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/102,EquityVolatility/RIC:.STOXX50E/102/3Y/0.05,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/103,EquityVolatility/RIC:.STOXX50E/103/5Y/0.05,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/104,EquityVolatility/RIC:.STOXX50E/104/10Y/0.05,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/105,EquityVolatility/RIC:.STOXX50E/105/15Y/0.05,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/106,EquityVolatility/RIC:.STOXX50E/106/20Y/0.05,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/107,EquityVolatility/RIC:.STOXX50E/107/30Y/0.05,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/108,EquityVolatility/RIC:.STOXX50E/108/2W/0.1,0.16222895,0.00016223
EquityVolatility/RIC:.STOXX50E/109,EquityVolatility/RIC:.STOXX50E/109/1M/0.1,0.15652517,0.00015653
EquityVolatility/RIC:.STOXX50E/110,EquityVolatility/RIC:.STOXX50E/110/3M/0.1,0.14962845,0.00014963
EquityVolatility/RIC:.STOXX50E/111,EquityVolatility/RIC:.STOXX50E/111/6M/0.1,0.14255599,0.00014256
EquityVolatility/RIC:.STOXX50E/112,EquityVolatility/RIC:.STOXX50E/112/1Y/0.1,0.13162012,0.00013162
EquityVolatility/RIC:.STOXX50E/113,EquityVolatility/RIC:.STOXX50E/113/2Y/0.1,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/114,EquityVolatility/RIC:.STOXX50E/114/3Y/0.1,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/115,EquityVolatility/RIC:.STOXX50E/115/5Y/0.1,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/116,EquityVolatility/RIC:.STOXX50E/116/10Y/0.1,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/117,EquityVolatility/RIC:.STOXX50E/117/15Y/0.1,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/118,EquityVolatility/RIC:.STOXX50E/118/20Y/0.1,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/119,EquityVolatility/RIC:.STOXX50E/119/30Y/0.1,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/120,EquityVolatility/RIC:.STOXX50E/120/2W/0.25,0.15978394,0.00015978
EquityVolatility/RIC:.STOXX50E/121,EquityVolatility/RIC:.STOXX50E/121/1M/0.25,0.15278770,0.00015279
EquityVolatility/RIC:.STOXX50E/122,EquityVolatility/RIC:.STOXX50E/122/3M/0.25,0.14411125,0.00014411
EquityVolatility/RIC:.STOXX50E/123,EquityVolatility/RIC:.STOXX50E/123/6M/0.25,0.13728403,0.00013728
EquityVolatility/RIC:.STOXX50E/124,EquityVolatility/RIC:.STOXX50E/124/1Y/0.25,0.12052650,0.00012053
EquityVolatility/RIC:.STOXX50E/125,EquityVolatility/RIC:.STOXX50E/125/2Y/0.25,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/126,EquityVolatility/RIC:.STOXX50E/126/3Y/0.25,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/127,EquityVolatility/RIC:.STOXX50E/127/5Y/0.25,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/128,EquityVolatility/RIC:.STOXX50E/128/10Y/0.25,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/129,EquityVolatility/RIC:.STOXX50E/129/15Y/0.25,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/130,EquityVolatility/RIC:.STOXX50E/130/20Y/0.25,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/131,EquityVolatility/RIC:.STOXX50E/131/30Y/0.25,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/132,EquityVolatility/RIC:.STOXX50E/132/2W/0.5,0.15488770,0.00015489
EquityVolatility/RIC:.STOXX50E/133,EquityVolatility/RIC:.STOXX50E/133/1M/0.5,0.14626096,0.00014626
EquityVolatility/RIC:.STOXX50E/134,EquityVolatility/RIC:.STOXX50E/134/3M/0.5,0.13604504,0.00013605
EquityVolatility/RIC:.STOXX50E/135,EquityVolatility/RIC:.STOXX50E/135/6M/0.5,0.13405278,0.00013405
EquityVolatility/RIC:.STOXX50E/136,EquityVolatility/RIC:.STOXX50E/136/1Y/0.5,0.12052650,0.00012053
EquityVolatility/RIC:.STOXX50E/137,EquityVolatility/RIC:.STOXX50E/137/2Y/0.5,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/138,EquityVolatility/RIC:.STOXX50E/138/3Y/0.5,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/139,EquityVolatility/RIC:.STOXX50E/139/5Y/0.5,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/140,EquityVolatility/RIC:.STOXX50E/140/10Y/0.5,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/141,EquityVolatility/RIC:.STOXX50E/141/15Y/0.5,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/142,EquityVolatility/RIC:.STOXX50E/142/20Y/0.5,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/143,EquityVolatility/RIC:.STOXX50E/143/30Y/0.5,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/144,EquityVolatility/RIC:.STOXX50E/144/2W/1,0.14960150,0.00014960
EquityVolatility/RIC:.STOXX50E/145,EquityVolatility/RIC:.STOXX50E/145/1M/1,0.13946657,0.00013947
EquityVolatility/RIC:.STOXX50E/146,EquityVolatility/RIC:.STOXX50E/146/3M/1,0.13302861,0.00013303
EquityVolatility/RIC:.STOXX50E/147,EquityVolatility/RIC:.STOXX50E/147/6M/1,0.13405278,0.00013405
EquityVolatility/RIC:.STOXX50E/148,EquityVolatility/RIC:.STOXX50E/148/1Y/1,0.12052650,0.00012053
EquityVolatility/RIC:.STOXX50E/149,EquityVolatility/RIC:.STOXX50E/149/2Y/1,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/150,EquityVolatility/RIC:.STOXX50E/150/3Y/1,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/151,EquityVolatility/RIC:.STOXX50E/151/5Y/1,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/152,EquityVolatility/RIC:.STOXX50E/152/10Y/1,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/153,EquityVolatility/RIC:.STOXX50E/153/15Y/1,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/154,EquityVolatility/RIC:.STOXX50E/154/20Y/1,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/155,EquityVolatility/RIC:.STOXX50E/155/30Y/1,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/156,EquityVolatility/RIC:.STOXX50E/156/2W/2,0.15590628,0.00015591
EquityVolatility/RIC:.STOXX50E/157,EquityVolatility/RIC:.STOXX50E/157/1M/2,0.13876917,0.00013877
EquityVolatility/RIC:.STOXX50E/158,EquityVolatility/RIC:.STOXX50E/158/3M/2,0.13302861,0.00013303
EquityVolatility/RIC:.STOXX50E/159,EquityVolatility/RIC:.STOXX50E/159/6M/2,0.13405278,0.00013405
EquityVolatility/RIC:.STOXX50E/160,EquityVolatility/RIC:.STOXX50E/160/1Y/2,0.12052650,0.00012053
EquityVolatility/RIC:.STOXX50E/161,EquityVolatility/RIC:.STOXX50E/161/2Y/2,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/162,EquityVolatility/RIC:.STOXX50E/162/3Y/2,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/163,EquityVolatility/RIC:.STOXX50E/163/5Y/2,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/164,EquityVolatility/RIC:.STOXX50E/164/10Y/2,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/165,EquityVolatility/RIC:.STOXX50E/165/15Y/2,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/166,EquityVolatility/RIC:.STOXX50E/166/20Y/2,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/167,EquityVolatility/RIC:.STOXX50E/167/30Y/2,0.29345969,0.00029346
EquityVolatility/RIC:.STOXX50E/168,EquityVolatility/RIC:.STOXX50E/168/2W/3,0.15590628,0.00015591
EquityVolatility/RIC:.STOXX50E/169,EquityVolatility/RIC:.STOXX50E/169/1M/3,0.13876917,0.00013877
EquityVolatility/RIC:.STOXX50E/170,EquityVolatility/RIC:.STOXX50E/170/3M/3,0.13302861,0.00013303
EquityVolatility/RIC:.STOXX50E/171,EquityVolatility/RIC:.STOXX50E/171/6M/3,0.13405278,0.00013405
EquityVolatility/RIC:.STOXX50E/172,EquityVolatility/RIC:.STOXX50E/172/1Y/3,0.12052650,0.00012053
EquityVolatility/RIC:.STOXX50E/173,EquityVolatility/RIC:.STOXX50E/173/2Y/3,0.20376581,0.00020377
EquityVolatility/RIC:.STOXX50E/174,EquityVolatility/RIC:.STOXX50E/174/3Y/3,0.21345128,0.00021345
EquityVolatility/RIC:.STOXX50E/175,EquityVolatility/RIC:.STOXX50E/175/5Y/3,0.22845548,0.00022846
EquityVolatility/RIC:.STOXX50E/176,EquityVolatility/RIC:.STOXX50E/176/10Y/3,0.26142013,0.00026142
EquityVolatility/RIC:.STOXX50E/177,EquityVolatility/RIC:.STOXX50E/177/15Y/3,0.27790495,0.00027790
EquityVolatility/RIC:.STOXX50E/178,EquityVolatility/RIC:.STOXX50E/178/20Y/3,0.28578142,0.00028578
EquityVolatility/RIC:.STOXX50E/179,EquityVolatility/RIC:.STOXX50E/179/30Y/3,0.29345969,0.00029346
